index,barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,feScore,fuelCost08,fuelCostA08,fuelType,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,make,model,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,charge240b,createdOn,modifiedOn,phevCity,phevHwy,phevComb
25683,0.21,0.0,0.0,10.0,94,94.4,0,0.0,0.0,36.0,0.0,0,-1,0.0,0.0,95,95.4,0,0.0,35.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,2,10,700,0,Electricity,10,-1,97,96.7,0,0.0,0.0,35.0,0.0,26,94,33367,0,0,Tesla,Model S (60 kW-hr battery pack),N,False,0,0,208,205.7,0.0,210.7,0.0,Automatic (A1),118.6,0.0,121.5,0.0,Large Cars,2013,3250,3.75,Tue Jan 01 00:00:00 EST 2013,Thu Nov 20 00:00:00 EST 2014,0,0,0
25684,0.228,0.0,0.0,12.0,88,87.9,0,0.0,0.0,38.0,0.0,0,-1,0.0,0.0,89,88.8,0,0.0,38.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,1,10,750,0,Electricity,10,-1,90,90.1,0,0.0,0.0,37.0,0.0,26,94,33368,0,0,Tesla,Model S (85 kW-hr battery pack),Y,False,0,0,265,262.7,0.0,266.8,0.0,Automatic (A1),110.4,0.0,113.2,0.0,Large Cars,2013,3000,4.75,Tue Jan 01 00:00:00 EST 2013,Thu Nov 20 00:00:00 EST 2014,0,0,0
25701,0.324,0.0,0.0,6.0,60,60.1785,0,0.0,0.0,56.0,0.0,0,-1,0.0,0.0,62,61.9394,0,0.0,54.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,1,-1,1050,0,Electricity,-1,-1,64,64.2368,0,0.0,0.0,52.0,0.0,0,0,33383,0,0,BYD,e6,N,False,0,0,122,120.1,0.0,124.8,0.0,Automatic (A1),85.9694,0.0,91.7668,0.0,Sport Utility Vehicle - 2WD,2012,1500,0.0,Tue Jan 01 00:00:00 EST 2013,Wed Apr 16 00:00:00 EDT 2014,0,0,0
25715,0.174,0.0,0.0,4.0,122,122.4,0,0.0,0.0,28.0,0.0,0,-1,0.0,0.0,116,115.974,0,0.0,29.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,738,10,550,0,Electricity,10,-1,108,108.1,0,0.0,0.0,31.0,0.0,7,76,33396,0,0,Fiat,500e,N,False,0,0,87,91.84,0.0,81.48,0.0,Automatic (A1),174.8555,0.0,154.4591,0.0,Minicompact Cars,2013,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25716,0.264,0.0,0.0,6.0,78,78.4283,0,0.0,0.0,43.0,0.0,0,-1,0.0,0.0,76,76.169,0,0.0,44.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,93,10,850,0,Electricity,10,-1,74,73.5784,0,0.0,0.0,46.0,0.0,0,0,33397,0,0,Toyota,RAV4 EV,N,False,0,0,103,107.0,0.0,98.9,0.0,Automatic (variable gear ratios),112.0404,0.0,105.112,0.0,Small Sport Utility Vehicle 2WD,2013,2500,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25895,0.174,0.0,0.0,7.0,129,128.9217,0,0.0,0.0,26.0,0.0,0,-1,0.0,0.0,115,115.4934,0,0.0,29.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,901,10,550,0,Electricity,10,-1,102,102.451,0,0.0,0.0,33.0,0.0,24,92,33558,0,0,Nissan,Leaf,N,False,0,0,75,82.0,0.0,65.6,0.0,Automatic (A1),184.1738,0.0,146.3586,0.0,Midsize Cars,2013,4000,4.0,Tue Jan 01 00:00:00 EST 2013,Thu Nov 20 00:00:00 EST 2014,0,0,0
25955,0.216,0.0,0.0,6.0,93,93.4,0,0.0,0.0,36.0,0.0,0,-1,0.0,0.0,94,94.3,0,0.0,36.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,3,10,700,0,Electricity,10,-1,96,95.5,0,0.0,0.0,35.0,0.0,26,94,33612,0,0,Tesla,Model S (40 kW-hr battery pack),N,False,0,0,139,138.5,0.0,140.7,0.0,Automatic (A1),117.3,0.0,120.0,0.0,Large Cars,2013,3250,2.5,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25986,0.168,0.0,0.0,7.0,128,128.2,0,0.0,0.0,26.0,0.0,0,-1,0.0,0.0,119,118.9,0,0.0,28.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,110,10,550,0,Electricity,10,-1,109,109.2,0,0.0,0.0,31.0,0.0,0,0,33640,0,11,Chevrolet,Spark EV,N,False,0,86,82,87.8,0.0,74.8,0.0,Automatic (A1),183.2,0.0,156.0,0.0,Subcompact Cars,2014,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
26278,0.174,0.0,0.0,4.0,132,131.8861,0,0.0,0.0,26.0,0.0,0,-1,0.0,0.0,118,118.142,0,0.0,29.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,11,10,550,0,Electricity,10,-1,105,104.7943,0,0.0,0.0,32.0,0.0,0,0,33905,0,21,Honda,Fit EV,N,False,0,91,82,89.81,0.0,73.56,0.0,Automatic (A1),188.4087,0.0,149.7062,0.0,Small Station Wagons,2014,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
26528,0.192,0.0,0.0,3.6,110,110.048,0,0.0,0.0,31.0,0.0,0,-1,0.0,0.0,105,104.7587,0,0.0,32.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,422,10,600,0,Electricity,10,-1,99,98.9461,0,0.0,0.0,34.0,0.0,14,90,34130,0,0,Ford,Focus Electric,N,False,0,0,76,79.7573,0.0,71.5259,0.0,Automatic (A1),157.2114,0.0,141.3516,0.0,Compact Cars,2014,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Tue Sep 30 00:00:00 EDT 2014,0,0,0
26808,0.174,0.0,0.0,4.0,122,122.4,0,0.0,0.0,28.0,0.0,0,-1,0.0,0.0,116,115.974,0,0.0,29.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,339,10,550,0,Electricity,10,-1,108,108.1,0,0.0,0.0,31.0,0.0,7,72,34392,0,0,Fiat,500e,N,False,0,0,87,91.84,0.0,81.48,0.0,Automatic (A1),174.8555,0.0,154.4591,0.0,Minicompact Cars,2014,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
26809,0.192,0.0,0.0,6.0,122,121.66,0,0.0,0.0,28.0,0.0,0,-1,0.0,0.0,107,106.9856,0,0.0,32.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,705,10,600,0,Electricity,10,-1,93,93.24,0,0.0,0.0,36.0,0.0,0,0,34393,0,0,smart,fortwo electric drive convertible,N,False,0,0,68,76.0,0.0,59.0,0.0,Automatic (A1),173.8,0.0,133.2,0.0,Two Seaters,2014,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
26810,0.192,0.0,0.0,6.0,122,121.66,0,0.0,0.0,28.0,0.0,0,-1,0.0,0.0,107,106.9856,0,0.0,32.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,704,10,600,0,Electricity,10,-1,93,93.24,0,0.0,0.0,36.0,0.0,0,0,34394,0,0,smart,fortwo electric drive coupe,N,False,0,0,68,76.0,0.0,59.0,0.0,Automatic (A1),173.8,0.0,133.2,0.0,Two Seaters,2014,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
26845,0.264,0.0,0.0,6.0,78,78.4283,0,0.0,0.0,43.0,0.0,0,-1,0.0,0.0,76,76.169,0,0.0,44.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,204,10,850,0,Electricity,10,-1,74,73.5784,0,0.0,0.0,46.0,0.0,0,0,34425,0,0,Toyota,RAV4 EV,N,False,0,0,103,107.0,0.0,98.9,0.0,Automatic (variable gear ratios),112.0404,0.0,105.112,0.0,Small Sport Utility Vehicle 2WD,2014,2500,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
27142,0.18,0.0,0.0,8.0,126,126.4649,0,0.0,0.0,27.0,0.0,0,-1,0.0,0.0,114,113.7879,0,0.0,30.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,901,10,600,0,Electricity,10,-1,101,101.3686,0,0.0,0.0,33.0,0.0,24,92,34699,0,0,Nissan,Leaf,N,False,0,0,84,92.0,0.0,74.0,0.0,Automatic (A1),180.6641,0.0,144.8123,0.0,Midsize Cars,2014,3750,5.0,Wed Jan 22 00:00:00 EST 2014,Fri Apr 11 00:00:00 EDT 2014,0,0,0
27226,0.228,0.0,0.0,12.0,88,87.9,0,0.0,0.0,38.0,0.0,0,-1,0.0,0.0,89,88.8,0,0.0,38.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,1,10,750,0,Electricity,10,-1,90,90.1,0,0.0,0.0,37.0,0.0,26,94,34775,0,0,Tesla,Model S (85 kW-hr battery pack),N,False,0,0,265,262.7,0.0,266.8,0.0,Automatic (A1),110.4,0.0,113.2,0.0,Large Cars,2014,3000,4.75,Mon Mar 10 00:00:00 EDT 2014,Thu Jan 22 00:00:00 EST 2015,0,0,0
27227,0.21,0.0,0.0,10.0,94,94.4,0,0.0,0.0,36.0,0.0,0,-1,0.0,0.0,95,95.4,0,0.0,35.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,2,10,700,0,Electricity,10,-1,97,96.7,0,0.0,0.0,35.0,0.0,26,94,34776,0,0,Tesla,Model S (60 kW-hr battery pack),N,False,0,0,208,205.7,0.0,210.7,0.0,Automatic (A1),118.6,0.0,121.5,0.0,Large Cars,2014,3250,3.75,Mon Mar 10 00:00:00 EDT 2014,Thu Jan 22 00:00:00 EST 2015,0,0,0
27318,0.324,0.0,0.0,6.0,61,61.32,0,0.0,0.0,55.0,0.0,0,-1,0.0,0.0,63,62.9357,0,0.0,54.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,1,10,1050,0,Electricity,10,-1,65,65.03,0,0.0,0.0,52.0,0.0,0,0,34859,0,0,BYD,e6,N,False,0,0,127,121.1,0.0,133.9,0.0,Automatic (A1),87.6,0.0,92.9,0.0,Small Sport Utility Vehicle 2WD,2014,1500,0.0,Wed Apr 16 00:00:00 EDT 2014,Wed Apr 16 00:00:00 EDT 2014,0,0,0
27320,0.324,0.0,0.0,6.0,61,61.32,0,0.0,0.0,55.0,0.0,0,-1,0.0,0.0,63,62.9357,0,0.0,54.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,1,10,1050,0,Electricity,10,-1,65,65.03,0,0.0,0.0,52.0,0.0,0,0,34860,0,0,BYD,e6,N,False,0,0,127,121.1,0.0,133.9,0.0,Automatic (A1),87.6,0.0,92.9,0.0,Small Sport Utility Vehicle 2WD,2013,1500,0.0,Wed Apr 16 00:00:00 EDT 2014,Wed Apr 16 00:00:00 EDT 2014,0,0,0
27366,0.18,0.0,0.0,7.0,126,126.3678,0,0.0,0.0,27.0,0.0,0,-1,0.0,0.0,112,112.2077,0,0.0,30.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,141,10,600,0,Electricity,10,-1,99,98.6914,0,0.0,0.0,34.0,0.0,13,85,34901,0,0,Mitsubishi,i-MiEV,N,False,0,0,62,68.5545,0.0,54.8184,0.0,Automatic (A1),180.5254,0.0,140.9876,0.0,Subcompact Cars,2014,3750,0.0,Mon May 05 00:00:00 EDT 2014,Mon May 05 00:00:00 EDT 2014,0,0,0
27384,0.18,0.0,0.0,8.0,126,126.4612,0,0.0,0.0,26.6482,0.0,0,-1,0.0,0.0,114,113.7816,0,0.0,29.6225,0.0,0.0,0.0,0.0,Front-Wheel Drive,901,10,600,0,Electricity,10,-1,101,101.3602,0,0.0,0.0,33.2577,0.0,24,92,34918,0,0,Nissan,Leaf,N,False,0,0,84,92.0,0.0,74.0,0.0,Automatic (A1),180.6589,0.0,144.8003,0.0,Midsize Cars,2015,3750,5.0,Wed May 14 00:00:00 EDT 2014,Mon Oct 27 00:00:00 EDT 2014,0,0,0
27609,0.168,0.0,0.0,7.0,128,128.2,0,0.0,0.0,26.2638,0.0,0,-1,0.0,0.0,119,118.9,0,0.0,28.3449,0.0,0.0,0.0,0.0,Front-Wheel Drive,55,10,550,0,Electricity,10,-1,109,109.2,0,0.0,0.0,30.8654,0.0,0,0,35120,0,11,Chevrolet,Spark EV,N,False,0,86,82,87.8,0.0,74.8,0.0,Automatic (A1),183.2,0.0,156.0,0.0,Subcompact Cars,2015,4000,0.0,Mon Jun 16 00:00:00 EDT 2014,Mon Oct 27 00:00:00 EDT 2014,0,0,0
27703,0.174,0.0,0.0,4.0,122,122.4,0,0.0,0.0,27.537,0.0,0,-1,0.0,0.0,116,115.974,0,0.0,29.1733,0.0,0.0,0.0,0.0,Front-Wheel Drive,38,10,550,0,Electricity,10,-1,108,108.1,0,0.0,0.0,31.1733,0.0,7,72,35206,0,0,Fiat,500e,N,False,0,0,87,91.84,0.0,81.48,0.0,Automatic (A1),174.8555,0.0,154.4591,0.0,Minicompact Cars,2015,4000,0.0,Thu Jun 26 00:00:00 EDT 2014,Mon Oct 27 00:00:00 EDT 2014,0,0,0
27704,0.162,0.0,0.0,4.0,137,137.48,0,0.0,0.0,25.0,0.0,0,-1,0.0,0.0,124,124.3601,0,0.0,27.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,100,10,550,0,Electricity,10,-1,111,111.37,0,0.0,0.0,30.0,0.0,0,0,35207,0,15,BMW,i3 BEV,N,False,0,84,81,89.0,0.0,71.6,0.0,Automatic (A1),196.4,0.0,159.1,0.0,Subcompact Cars,2014,4000,0.0,Fri Jun 27 00:00:00 EDT 2014,Tue Feb 02 00:00:00 EST 2016,0,0,0
27747,0.24,0.0,0.0,3.5,85,84.56,0,0.0,0.0,40.0,0.0,0,-1,0.0,0.0,84,83.7634,0,0.0,40.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,504,10,800,0,Electricity,10,-1,83,82.81,0,0.0,0.0,41.0,0.0,0,0,35247,0,22,Mercedes-Benz,B-Class Electric Drive,N,False,0,90,87,88.5,0.0,86.2,0.0,Automatic (A1),120.8,0.0,118.3,0.0,Midsize Cars,2014,2750,0.0,Mon Jul 07 00:00:00 EDT 2014,Thu Aug 14 00:00:00 EDT 2014,0,0,0
28141,0.192,0.0,0.0,4.0,120,119.6,0,0.0,0.0,28.1744,0.0,0,-1,0.0,0.0,105,105.3754,0,0.0,31.9856,0.0,0.0,0.0,0.0,Front-Wheel Drive,34,10,600,0,Electricity,10,-1,92,92.0,0,0.0,0.0,36.6438,0.0,0,0,35601,0,19,Kia,Soul Electric,N,False,0,97,93,148.0,0.0,113.8,0.0,Automatic (A1),170.9,0.0,131.4,0.0,Small Station Wagons,2015,3750,0.0,Wed Aug 27 00:00:00 EDT 2014,Tue Jan 06 00:00:00 EST 2015,0,0,0
28414,0.174,0.0,0.0,4.0,126,125.6,0,0.0,0.0,26.8395,0.0,0,-1,0.0,0.0,116,115.5536,0,0.0,29.1683,0.0,0.0,0.0,0.0,Front-Wheel Drive,109,10,550,0,Electricity,10,-1,105,105.3,0,0.0,0.0,32.0146,0.0,17,91,35849,0,0,Volkswagen,e-Golf,N,False,0,0,83,88.9,0.0,75.2,0.0,Automatic (A1),179.4,0.0,150.4,0.0,Compact Cars,2015,4000,0.0,Thu Oct 16 00:00:00 EDT 2014,Fri Oct 17 00:00:00 EDT 2014,0,0,0
28424,0.192,0.0,0.0,6.0,122,121.66,0,0.0,0.0,27.7043,0.0,0,-1,0.0,0.0,107,106.9856,0,0.0,31.5042,0.0,0.0,0.0,0.0,Rear-Wheel Drive,705,10,600,0,Electricity,10,-1,93,93.24,0,0.0,0.0,36.1486,0.0,0,0,35858,0,0,smart,fortwo electric drive convertible,N,False,0,0,68,76.0,0.0,59.0,0.0,Automatic (A1),173.8,0.0,133.2,0.0,Two Seaters,2015,3750,0.0,Thu Oct 16 00:00:00 EDT 2014,Mon Oct 27 00:00:00 EDT 2014,0,0,0
28425,0.192,0.0,0.0,6.0,122,121.66,0,0.0,0.0,27.7043,0.0,0,-1,0.0,0.0,107,106.9856,0,0.0,31.5042,0.0,0.0,0.0,0.0,Rear-Wheel Drive,704,10,600,0,Electricity,10,-1,93,93.24,0,0.0,0.0,36.1486,0.0,0,0,35859,0,0,smart,fortwo electric drive coupe,N,False,0,0,68,76.0,0.0,59.0,0.0,Automatic (A1),173.8,0.0,133.2,0.0,Two Seaters,2015,3750,0.0,Thu Oct 16 00:00:00 EDT 2014,Mon Oct 27 00:00:00 EDT 2014,0,0,0
28538,0.24,0.0,0.0,3.5,85,85.4,0,0.0,0.0,39.0,0.0,0,-1,0.0,0.0,84,83.7887,0,0.0,40.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,504,10,800,0,Electricity,10,-1,82,81.9,0,0.0,0.0,41.0,0.0,0,0,35960,0,22,Mercedes-Benz,B-Class Electric Drive,N,False,0,90,87,89.0,0.0,85.0,0.0,Automatic (A1),122.0,0.0,117.0,0.0,Midsize Cars,2015,2750,0.0,Wed Dec 17 00:00:00 EST 2014,Wed Dec 17 00:00:00 EST 2014,0,0,0
28549,0.192,0.0,0.0,3.6,110,110.04,0,0.0,0.0,31.0,0.0,0,-1,0.0,0.0,105,104.7718,0,0.0,32.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,116,10,600,0,Electricity,10,-1,99,98.98,0,0.0,0.0,34.0,0.0,14,90,35970,0,0,Ford,Focus Electric,N,False,0,0,76,79.7573,0.0,71.5259,0.0,Automatic (A1),157.2,0.0,141.4,0.0,Compact Cars,2015,3750,0.0,Thu Dec 18 00:00:00 EST 2014,Thu Dec 18 00:00:00 EST 2014,0,0,0
28560,0.228,0.0,0.0,12.0,88,87.9,0,0.0,0.0,38.0,0.0,0,-1,0.0,0.0,89,88.8,0,0.0,38.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,1,10,750,0,Electricity,10,-1,90,90.1,0,0.0,0.0,37.0,0.0,26,94,35980,0,0,Tesla,Model S (85 kW-hr battery pack),N,False,0,0,265,262.7,0.0,266.8,0.0,Automatic (A1),110.4,0.0,113.2,0.0,Large Cars,2015,3000,4.75,Tue Jan 06 00:00:00 EST 2015,Wed Apr 22 00:00:00 EDT 2015,0,0,0
28575,0.228,0.0,0.0,12.0,86,86.0,0,0.0,0.0,39.0,0.0,0,-1,0.0,0.0,89,89.3,0,0.0,38.0,0.0,0.0,0.0,0.0,4-Wheel Drive,4,10,750,0,Electricity,10,-1,94,93.7,0,0.0,0.0,36.0,0.0,26,94,35994,0,0,Tesla,Model S AWD (85 kW-hr battery pack),N,False,0,0,242,233.5,0.0,253.2,0.0,Automatic (A1),117.8,0.0,128.4,0.0,Large Cars,2014,3000,4.75,Mon Jan 12 00:00:00 EST 2015,Thu Jan 22 00:00:00 EST 2015,0,0,0
28591,0.216,0.0,0.0,12.0,89,89.3714,0,0.0,0.0,38.0,0.0,0,-1,0.0,0.0,93,92.9112,0,0.0,36.0,0.0,0.0,0.0,0.0,All-Wheel Drive,4,10,700,0,Electricity,10,-1,98,97.6374,0,0.0,0.0,35.0,0.0,26,94,36008,0,0,Tesla,Model S AWD - P85D,N,False,0,0,253,242.3,0.0,265.5,0.0,Automatic (A1),121.1,0.0,132.3,0.0,Large Cars,2015,3250,4.75,Thu Jan 22 00:00:00 EST 2015,Wed Aug 12 00:00:00 EDT 2015,0,0,0
28592,0.204,0.0,0.0,12.0,95,95.3056,0,0.0,0.0,35.0,0.0,0,-1,0.0,0.0,100,99.8433,0,0.0,34.0,0.0,0.0,0.0,0.0,All-Wheel Drive,5,10,650,0,Electricity,10,-1,106,106.0124,0,0.0,0.0,32.0,0.0,26,94,36009,0,0,Tesla,Model S AWD - 85D,N,False,0,0,270,257.1,0.0,285.3,0.0,Automatic (A1),126.4,0.0,140.6,0.0,Large Cars,2015,3500,4.75,Thu Jan 22 00:00:00 EST 2015,Wed Aug 12 00:00:00 EDT 2015,0,0,0
28599,0.162,0.0,0.0,4.0,137,137.48,0,0.0,0.0,25.0,0.0,0,-1,0.0,0.0,124,124.3601,0,0.0,27.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,100,10,550,0,Electricity,10,-1,111,111.37,0,0.0,0.0,30.0,0.0,0,0,36016,0,15,BMW,i3 BEV,N,False,0,84,81,89.0,0.0,71.6,0.0,Automatic (A1),196.4,0.0,159.1,0.0,Subcompact Cars,2015,4000,0.0,Tue Jan 27 00:00:00 EST 2015,Wed Jan 13 00:00:00 EST 2016,0,0,0
28600,0.21,0.0,0.0,10.0,94,94.4056,0,0.0,0.0,36.0,0.0,0,-1,0.0,0.0,95,95.4404,0,0.0,35.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,2,10,700,0,Electricity,10,-1,97,96.714,0,0.0,0.0,35.0,0.0,26,94,36017,0,0,Tesla,Model S (60 kW-hr battery pack),N,False,0,0,208,205.7,0.0,210.7,0.0,Automatic (A1),118.6,0.0,121.5,0.0,Large Cars,2015,3250,3.75,Tue Jan 27 00:00:00 EST 2015,Wed Aug 12 00:00:00 EDT 2015,0,0,0
28720,0.198,0.0,0.0,12.0,101,100.8098,0,0.0,0.0,33.0,0.0,0,-1,0.0,0.0,101,101.2486,0,0.0,33.0,0.0,0.0,0.0,0.0,All-Wheel Drive,6,10,650,0,Electricity,10,-1,102,101.79,0,0.0,0.0,33.0,0.0,26,94,36126,0,0,Tesla,Model S AWD - 70D,N,False,0,0,240,242.8,0.0,246.4,0.0,Automatic (A1),133.7,0.0,135.0,0.0,Large Cars,2015,3500,4.75,Mon Apr 06 00:00:00 EDT 2015,Wed Aug 12 00:00:00 EDT 2015,0,0,0
